image_filename,日文名字 Japanese Name,中文名字 Chinese Name,类型 Type,相关作品 Relevant Work,相关人物 Relevant Character,相关柄图 Relevant Image,相关活动 Relevant Event,发行商经销商 Distributor,发行日期 Release Date,发行价格 Release Price ,发行地区 Release Region,信息来源 Resource,地点 Location,具体位置 Address,营业时间 Operation Hours,详细信息 Detailed Information
195.jpg,アンブレラマーカー：B,雨伞挂件：B款 麦克风,配饰,去唱卡拉OK吧（电影）,,,,,2/16/2024,440,日本,https://www.manga10.com/product/mgt-00003030,,,,"-《去唱卡拉OK吧！》电影重映纪念活动 2025 大型感恩节庆典官方周边商品发售 5/3/2025
-《去唱卡拉OK吧！》电影官方周边商品发售 2/16/2024
- 《去唱卡拉OK吧！》电影上映第二轮发行的周边 2/26/2024 

尺寸：W35×H40mm"
196.jpg,アンブレラマーカー：A,雨伞挂件：A款 手铃,配饰,去唱卡拉OK吧（电影）,,,,,2/16/2024,440,日本,https://www.manga10.com/product/mgt-00003029,,,,"-《去唱卡拉OK吧！》电影重映纪念活动 2025 大型感恩节庆典官方周边商品发售 5/3/2025
-《去唱卡拉OK吧！》电影官方周边商品发售 2/16/2024
- 《去唱卡拉OK吧！》电影上映第二轮发行的周边 2/26/2024 

尺寸：W35×H40mm"
197.jpg,ネックストラップ：B,挂绳：B款 蓝色,挂绳,去唱卡拉OK吧（电影）,,,,,2/16/2024,1320,日本,https://www.manga10.com/product/mgt-00003028,,,,"-《去唱卡拉OK吧！》电影重映纪念活动 2025 大型感恩节庆典官方周边商品发售 5/3/2025
-《去唱卡拉OK吧！》电影官方周边商品发售 2/16/2024
- 《去唱卡拉OK吧！》电影上映第二轮发行的周边 2/26/2024 

尺寸：約幅20mm×全長900mm"
198.jpg,ネックストラップ：A,挂绳： A款 黄色,挂绳,去唱卡拉OK吧（电影）,,,,,2/16/2024,1320,日本,https://www.manga10.com/product/mgt-00003027,,,,"-《去唱卡拉OK吧！》电影重映纪念活动 2025 大型感恩节庆典官方周边商品发售 5/3/2025
-《去唱卡拉OK吧！》电影官方周边商品发售 2/16/2024
- 《去唱卡拉OK吧！》电影上映第二轮发行的周边 2/26/2024 

尺寸：約幅20mm×全長900mm"
199.jpg,マルチケース：Ｂガラ,多功能收纳包：B款 去唱卡拉OK吧 图案平铺,包包 收纳袋,去唱卡拉OK吧（电影）,,,,,2/16/2024,2750,日本,https://www.manga10.com/product/4595557874076,,,,"-《去唱卡拉OK吧！》电影官方周边商品发售 2/16/2024

尺寸：H115mm×Ｗ280ｍｍ"
200.jpg,メタルキーホルダー,狂儿聪实坐在车里 金属钥匙扣,亚克力挂件,去唱卡拉OK吧（电影）,"成田狂儿, 冈聪实",,,,2/16/2024,1430,日本,https://www.manga10.com/product/4595557874045,,,,"-《去唱卡拉OK吧！》电影重映纪念活动 2025 大型感恩节庆典官方周边商品发售 5/3/2025
-《去唱卡拉OK吧！》电影官方周边商品发售 2/16/2024

尺寸：約H46mm×Ｗ62ｍｍ"
201.jpg,折りたたみ傘：ツル,折叠伞：仙鹤图案,伞,去唱卡拉OK吧（电影）,,,,,2/16/2024,6600,日本,https://www.manga10.com/product/4595557874021,,,,"-《去唱卡拉OK吧！》电影重映纪念活动 2025 大型感恩节庆典官方周边商品发售 5/3/2025
-《去唱卡拉OK吧！》电影官方周边商品发售 2/16/2024
- 《去唱卡拉OK吧！》电影上映第二轮发行的周边 2/26/2024 "
202.jpg,折りたたみ傘：カメ,折叠伞：海龟图案,伞,去唱卡拉OK吧（电影）,,,,,2/16/2024,6600,日本,https://www.manga10.com/product/4595557874014,,,,"-《去唱卡拉OK吧！》电影重映纪念活动 2025 大型感恩节庆典官方周边商品发售 5/3/2025
-《去唱卡拉OK吧！》电影官方周边商品发售 2/16/2024
- 《去唱卡拉OK吧！》电影上映第二轮发行的周边 2/26/2024 "
203.jpg,ポーチ,收纳包,包包 收纳袋,去唱卡拉OK吧（电影）,,,,,2/16/2024,1650,日本,https://www.manga10.com/product/mgt-00003033,,,,"-《去唱卡拉OK吧！》电影重映纪念活动 2025 大型感恩节庆典官方周边商品发售 5/3/2025
-《去唱卡拉OK吧！》电影官方周边商品发售 2/16/2024
- 《去唱卡拉OK吧！》电影上映第二轮发行的周边 2/26/2024 

尺寸：約W250×H180×D80mm"
204.jpg,ガーゼハンカチ,纱布手帕,擦手巾,去唱卡拉OK吧（电影）,,,,,2/16/2024,1100,日本,https://www.manga10.com/product/mgt-00003032,,,,"-《去唱卡拉OK吧！》电影重映纪念活动 2025 大型感恩节庆典官方周边商品发售 5/3/2025
-《去唱卡拉OK吧！》电影官方周边商品发售 2/16/2024
- 《去唱卡拉OK吧！》电影上映第二轮发行的周边 2/26/2024 

尺寸：約W300×H300mm"
205.jpg,アクリルスタンド：岡聡実,亚克力立牌：冈聪实,亚克力立牌亚克力板,去唱卡拉OK吧（电影）,冈聪实,,,,2/16/2024,1980,日本,https://www.manga10.com/product/mgt-00003026,,,,"-《去唱卡拉OK吧！》电影重映纪念活动 2025 大型感恩节庆典官方周边商品发售 5/3/2025
-《去唱卡拉OK吧！》电影官方周边商品发售 2/16/2024
- 《去唱卡拉OK吧！》电影上映第二轮发行的周边 2/26/2024 

尺寸：約W90×H180mm"
206.jpg,アクリルスタンド：成田狂児,亚克力立牌：成田狂儿,亚克力立牌亚克力板,去唱卡拉OK吧（电影）,成田狂儿,,,,2/16/2024,1980,日本,https://www.manga10.com/product/mgt-00003025,,,,"-《去唱卡拉OK吧！》电影重映纪念活动 2025 大型感恩节庆典官方周边商品发售 5/3/2025
-《去唱卡拉OK吧！》电影官方周边商品发售 2/16/2024
- 《去唱卡拉OK吧！》电影上映第二轮发行的周边 2/26/2024 

尺寸：約W90×H180mm"
207.jpg,映画『カラオケ行こ!』シナリオブック,《去唱卡拉OK吧！》电影剧本集,📚 书,去唱卡拉OK吧（电影）,"成田狂儿, 冈聪实",,,,,1276,日本,https://www.manga10.com/product/9784047377509,,,,-《去唱卡拉OK吧！》电影官方周边商品发售 2/16/2024
208.jpg,映画『カラオケ行こ!』公式ビジュアルブック,《去唱卡拉OK吧！》电影官方设定集,📚 书,去唱卡拉OK吧（电影）,"成田狂儿, 冈聪实",,,,,2420,日本,https://www.manga10.com/product/9784047377493,,,,-《去唱卡拉OK吧！》电影官方周边商品发售 2/16/2024
209.jpg,クリアファイルセット,A4透明双面文件夹套装（一套2个）,文件夹,去唱卡拉OK吧（电影）,"成田狂儿, 冈聪实",,,『カラオケ行こ！』大感謝祭2025,5/3/2025,550,日本,https://www.gendaigoods.com/SHOP/karaoke_01.html,,,,"-《去唱卡拉OK吧！》电影重映纪念活动 2025 大型感恩节庆典官方周边商品发售 5/3/2025
-《去唱卡拉OK吧！》电影官方周边商品发售 2/16/2024

2 种类型，1 套，A4 尺寸
由聚丙烯制成"
210.jpg,ポストカードセット ,明信片套装（一套8张）,纸片子,去唱卡拉OK吧（电影）,"成田狂儿, 冈聪实",,,『カラオケ行こ！』大感謝祭2025,5/3/2025,550,日本,https://www.gendaigoods.com/SHOP/karaoke_02.html,,,,"-《去唱卡拉OK吧！》电影重映纪念活动 2025 大型感恩节庆典官方周边商品发售 5/3/2025
-《去唱卡拉OK吧！》电影官方周边商品发售 2/16/2024

一套8张
纸质"
211.jpg,クリアしおり,透明书签 (一套2种),书签,去唱卡拉OK吧（电影）,"成田狂儿, 冈聪实",,,『カラオケ行こ！』大感謝祭2025,5/3/2025,550,日本,https://www.gendaigoods.com/SHOP/karaoke_03.html,,,,"-《去唱卡拉OK吧！》电影重映纪念活动 2025 大型感恩节庆典官方周边商品发售 5/3/2025
-《去唱卡拉OK吧！》电影官方周边商品发售 2/16/2024

一套2种
由聚丙烯制成"
212.jpg,「狂児の音叉」キーホルダー,“狂儿的音叉”钥匙扣,亚克力挂件,去唱卡拉OK吧（电影）,成田狂儿,,,『カラオケ行こ！』大感謝祭2025,5/3/2025,1200,日本,https://www.gendaigoods.com/SHOP/karaoke_04.html,,,,"-《去唱卡拉OK吧！》电影重映纪念活动 2025 大型感恩节庆典官方周边商品发售 5/3/2025
-《去唱卡拉OK吧！》电影官方周边商品发售 2/16/2024

音叉：3D + 彩绘；麦克风：彩色
由金属制成"
213.jpg,チャームセット,仙鹤伞+龟伞金属挂件（配硅胶圈）,配饰,去唱卡拉OK吧（电影）,,,,『カラオケ行こ！』大感謝祭2025,5/3/2025,1500,日本,https://www.gendaigoods.com/SHOP/karaoke_05.html,,,,"-《去唱卡拉OK吧！》电影重映纪念活动 2025 大型感恩节庆典官方周边商品发售 5/3/2025
-《去唱卡拉OK吧！》电影官方周边商品发售 2/16/2024

一套两件，尺寸约为 5 x 8.5 厘米，采用环氧树脂浇注和喷墨印刷工艺，配有硅胶圈。
由金属制成"
214.jpg,コースターセット,胜子酒吧牌匾+卡拉OK天国牌匾 杯垫套装（一套2个）,杯垫 杯套,去唱卡拉OK吧（电影）,,,,『カラオケ行こ！』大感謝祭2025,5/3/2025,1500,日本,https://www.gendaigoods.com/SHOP/karaoke_07.html,,,,"-《去唱卡拉OK吧！》电影重映纪念活动 2025 大型感恩节庆典官方周边商品发售 5/3/2025
-《去唱卡拉OK吧！》电影官方周边商品发售 2/16/2024

一套两款：卡拉OK天国：约8 x 9.2厘米；胜子：约11 x 6.9厘米
由橡胶制成"
215.jpg,ピンズ＆タイピンセット,祭林组胸针和领带夹套装,配饰,去唱卡拉OK吧（电影）,成田狂儿,祭林组LOGO,,『カラオケ行こ！』大感謝祭2025,5/3/2025,1500,日本,https://www.gendaigoods.com/SHOP/karaoke_06.html,,,,"-《去唱卡拉OK吧！》电影重映纪念活动 2025 大型感恩节庆典官方周边商品发售 5/3/2025
-《去唱卡拉OK吧！》电影官方周边商品发售 2/16/2024

一套两枚胸针：直径2厘米，镀金，彩色。领带夹：宽5厘米，镀镍，彩色。
由金属制成"
216.jpg,2024カレンダーカード,电影上映第一轮赠礼：2024年历卡,纸片子,去唱卡拉OK吧（电影）,"成田狂儿, 冈聪实",聪实 狂儿 雨中撑伞,,,1/12/2024,N/A 赠品,日本,https://x.com/moviekaraokeiko/status/1745430333250805957,,,,电影《去唱卡拉OK吧！》影院观影者特典
217.jpg,成田狂児 の名刺,《去唱卡拉OK吧！》电影版 特典 成田狂儿 名片,名片,去唱卡拉OK吧（电影）,成田狂儿,狂儿 名片,,,1/21/2024,N/A 抽奖奖品,日本,https://movies.kadokawa.co.jp/karaokeiko/info/2024/01/15/info114/,,,,"电影《去唱卡拉OK吧！》举办名片赠送活动
为了让您更尽情享受这部电影，我们正在开展影评征集活动。参与活动的20位观众将有机会参与抽奖，赢取成田狂儿名片。

【X 活动参与方式】
1.关注 X电影并转发活动帖。2 . 发布带有话题标签“一起去电影院唱卡拉OK吧”和“想要成田狂儿名片”的帖子。3 . 申请完成


【如何参与Instagram活动】
1.关注电影官方Instagram账号。
2.在你的帖子中标记电影官方账号并添加Little Glee Monsters的歌曲“Kurenai”，即可增加中奖几率！
*动态、Reels和Stories帖子均可。

【活动期限】
至2024年1月21日（星期日）

【注意事项】
*产品不可兑换现金或换货。
*严禁转售或参与转售活动。
*本活动可能因各种原因变更或终止，恕不另行通知。*
本产品并非电影中使用的名片，实际产品可能与图片有所不同。

【获奖名单公布】
*我们将通过电影《X》官方账号和Instagram账号私信联系获奖者。
*活动期间，我们发现许多虚假账号发送关注请求和私信，请务必提高警惕。
*我们将通过私信通知获奖者。
*账号设置为“私密”的用户将无法参与抽奖。
*获奖者仅限居住在日本的用户。"
218.jpg,ボイス付きビジュアルカード,电影上映第二轮赠礼：语音视觉卡,纸片子,去唱卡拉OK吧（电影）,"成田狂儿, 冈聪实",,,,2/3/2024,N/A 赠品,日本,https://movies.kadokawa.co.jp/karaokeiko/info/2024/01/29/info0129/,,,,"这张（明信片大小）配音视觉卡背面印有二维码，扫描后即可跳转到电影中的热门片段，聆听电影中的配音。正面则印有从未公开过的狂儿和聪实并肩坐在护栏上的画面，绝对不容错过。
视听卡将在各影院售罄前提供，音频仅可在 3 月 2 日星期六 23:59 前观看，不可下载。"
219.jpg,よろぴくステッカー ,电影上映第三轮赠礼：成田狂儿名片贴纸+去唱卡拉OK吧贴纸,贴纸,去唱卡拉OK吧（电影）,成田狂儿,狂儿 名片,,,2/17/2024,N/A 赠品,日本,https://x.com/moviekaraokeiko/status/1758688269662138466,,,,从2/17/2024开始先到先得的电影院观影特典
220.jpg,トリプルコラボカード -220,B6祭林组卡拉OK大赛特别照片,纸片子,去唱卡拉OK吧（电影）,"成田狂儿, 冈聪实",聪实 狂儿 雨中撑伞,,,5/3/2025,N/A 赠品,日本,https://eigakan.org/theaterpage/schedule.php?t=karaokeiko,,,,"🎤《去唱卡拉OK吧！》2025大感恩祭🎤
5月3日（周六，节假日）- 5月5日（周一，节假日）限时3天
入场特典
三方联动卡
。 规格：B6尺寸 [正面] 祭林组卡拉OK大赛特别照片 [背面] 电视动画主视觉图及原作主视觉图
* 数量有限，送完即止。"
221.jpg,狂児＆聡実のXポーズ！🙅‍♀️「#感謝のX 壁紙」,电影票根兑换特典：狂儿&聪实的感谢手机壁纸🙅‍♀️,"线上：手机壁纸, 非实体",去唱卡拉OK吧（电影）,"成田狂儿, 冈聪实",,,,2/21/2024,N/A 赠品,日本,https://x.com/moviekaraokeiko/status/1760295058077847830,,,,"符合条件的票根有效期至3月3日！🏃‍♂️💨
🔽使用您的票根即可参与"
222.jpg,A6ステッカー,电影上映第四轮赠礼：A6贴纸,贴纸,去唱卡拉OK吧（电影）,"成田狂儿, 冈聪实",,,,3/2/2024,N/A 赠品,日本,https://movies.kadokawa.co.jp/karaokeiko/info/2024/02/26/info0226/,,,,"2024年2月26日
影片上映七周以来，已吸引超过43万观众！大结局的全新预告片已发布。第四轮赠品活动将于3月2日（周六）开始！这些A6贴纸充满了与狂儿和聪实共度的美好回忆。数量有限，请务必尽早到影院领取。送完即止。"
223.jpg,岡聡実誕生日記念　バースデーステッカー（A６サイズ）,冈聪实4/1生日观影特典：A6贴纸,贴纸,去唱卡拉OK吧（电影）,"成田狂儿, 冈聪实",,,,3/30/2024,N/A 赠品,日本,https://movies.kadokawa.co.jp/karaokeiko/info/2024/03/26/info0326/,,,,"【纪念特典】*仅限3月30日（周六）、3月31日（周日）及4月1日（周一）三天。1.
访客礼品：
冈聪实生日纪念贴纸（A6尺寸）
*数量有限，送完即止。2
. 访客特典视频：
冈聪实三天生日庆祝特别视频（约3分钟）。"
224.jpg,"成田狂児大生誕祭：　①“聡実”タトゥーシール
　②バースデーカード（A6サイズ） （2種セットでお渡しいたします）",成田狂儿5/5生日观影特典：　聪实 纹身 贴纸 + 生日相卡（A6尺寸）（2张一套）,"纸片子, 贴纸",去唱卡拉OK吧（电影）,"成田狂儿, 冈聪实",狂儿 聪实纹身,,,5/5/2024,N/A 赠品,日本,https://movies.kadokawa.co.jp/karaokeiko/info/2024/04/30/info0430/,,,,"为了庆祝电影《去唱卡拉OK吧！》的主角成田狂儿5月5日的生日，主办方决定举办“成田狂儿生日祭” ！届时，该片将在全国各大影院重映（包括普通场次和应援场次），并向观影者赠送两份礼物：一张以电影中出现的“那个”角色为原型设计的“聪实”纹身贴纸，以及一张A6尺寸的生日贺卡。
【电影《去唱卡拉OK吧！》“成田狂儿大生日庆典”概要】
仅限5月5日（周日，日本法定假日）当天发放观影赠品，仅限一天！
<观影赠品>
　1. “Satomi”纹身贴纸
　2. 生日贺卡（A6尺寸）正面印有狂儿和聪实交换眼镜和墨镜的经典画面，背面则是原作者和山山的祝福语。
　*一套两件
　*送完即止"
225.jpg,カラオケ行こ！Blu-ray豪華版（特典DVD付,去唱卡拉OK吧！电影蓝光碟豪华套装 （附赠特典DVD),DVD蓝光碟,去唱卡拉OK吧（电影）,"成田狂儿, 冈聪实",,,,,8580,日本,,,,,"光盘数量：
1 张主光盘 + 1 张特典 DVD 光盘
福利：
① 制作花絮　
② 活动影像集锦
③ 预告片合辑
附赠小册子　
成田狂儿名片*1
缎面贴纸
和山山绘制成田狂儿（绫野刚）和聪实（藤本润）电影打伞名场面色纸*1"
226.jpg,カラオケ行こ！ Blu-ray 豪華版（特典DVD付） カドカワストア限定スペシャルパック《2L版ポストカード入りフォトスタンド付 ※シリアルナンバー入り（数量限定）》,去唱卡拉OK吧！电影蓝光豪华版（附赠DVD）角川商店独家特别套装（内含2L尺寸明信片和照片立牌 *附带序列号（数量有限））,"装裱相框, 纸片子",去唱卡拉OK吧（电影）,"成田狂儿, 冈聪实",,,カドスト Kadokawa 角川商店,6/2/2024,14080,日本,https://store.kadokawa.co.jp/shop/g/g302405000018/?ref=official&_gl=1*1yc51mm*_ga*NTUzMjAzNDgzLjE3NjA3MDQ3MjA.*_ga_H02HL8LWS9*czE3NjIzNjg0NTgkbzUkZzEkdDE3NjIzNjg2NTYkajYwJGwwJGgw,,,,"特别套装仅在角川商店有售，包含电影《去唱卡拉OK吧！》豪华蓝光版（附赠DVD）以及印有成田狂儿和冈聪实大幅明信片的相框。此外，还附赠一块印
有电影标志的金色铭牌。
编号铭牌数量有限，
售完即止，之后将更换为无编号铭牌
◆照片立牌
<尺寸> 明信片：2L尺寸（宽127mm x 高178mm）/ 相框：约宽200mm x 高250mm / 底板：约宽40mm x 高15mm
<材质> 明信片：纸 / 相框：木 / 底板：金属
<产地> 明信片：日本 / 相框：日本或中国 / 底板：日本或中国"
227.jpg,★カドカワストア限定特典★ 劇場ポスター（B2サイズ）,★角川商店独家特典★剧场版海报（B2尺寸）,海报,去唱卡拉OK吧（电影）,"成田狂儿, 冈聪实",,,Amazon.co.jp 亚马逊日本,6/2/2024,6871（蓝光豪华）/3600（DVD),日本,https://store.kadokawa.co.jp/shop/g/g302405000018/?ref=official&_gl=1*1yc51mm*_ga*NTUzMjAzNDgzLjE3NjA3MDQ3MjA.*_ga_H02HL8LWS9*czE3NjIzNjg0NTgkbzUkZzEkdDE3NjIzNjg2NTYkajYwJGwwJGgw,,,,
